公司名稱,產業類別,資料範圍,用水密集度-單位,取得驗證,資料範圍.1,取得驗證.1,範疇一-資料邊界,範疇一-取得驗證,範疇二-資料邊界,範疇二-取得驗證,範疇三-資料邊界,範疇三-取得驗證,溫室氣體排放密集度-單位,有害廢棄物量-資料範圍,非有害廢棄物量-資料範圍,總重量(有害+非有害)-資料範圍,廢棄物密集度-單位,取得驗證.2,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位)
興泰,食品工業,依111年台灣自來水公司使用度數資訊,千元營業額,N,,N,依108年製成排放量檢測結果換算111年母子公司排放量,N,依111年台灣電力公司記錄排放量資訊之母子公司排放量,N,,N,千元營業額,,,,,N,1235.0,526.0,444.0,421.0,440.0,0.3333,0.0,0.0,3984.0,0.0632,1.0,0.13,919.2922,208.384,3651.705,0.0179,7.0,3.0,1.0,0.1429,0.9429,0.4286,26.275000000000002,430.575,319.965,0.14685
宏亞,食品工業,母子公司,百萬元營業額,N,母公司,N,母子公司,N,母子公司,N,,N,百萬元營業額,母子公司,母子公司,母子公司,百萬元營業額,N,1236.0,613.0,505.0,500.0,440.0,0.46,6.0,0.0079,70353.0,33.0,1.0,0.26,2475.0,8569.0,3651.705,4.6,6.0,3.0,3.0,0.5,1.0,1.0,0.0,607.0,607.0,0.28
鮮活果汁-KY,食品工業,子公司：蘇州鮮活飲品股份有限公司、鮮活果汁工業（天津）有限公司、廣東鮮活果汁生物科技有限公司,千元營業額,台灣證券交易所【上市公司編制與申報永續報告書作業辦法】,,N,子公司：蘇州鮮活飲品股份有限公司,ISO 14064,子公司：蘇州鮮活飲品股份有限公司,ISO 14064,,N,千元營業額,子公司：蘇州鮮活飲品股份有限公司,子公司：蘇州鮮活飲品股份有限公司,子公司：蘇州鮮活飲品股份有限公司,千元營業額,N,1256.0,1003.5,853.0,803.0,696.0,0.3611,29.0,0.0299,317572.0,77.43,1.0,0.1325,2096.9,13345.04,3651.705,0.0038,8.0,3.0,1.0,0.125,1.0,1.0,12.526,4930.57,4943.09,0.0015
南僑,食品工業,台灣、中國大陸、泰國地區之製造單位及餐飲事業,千元營業額,N,中國大陸、泰國地區之製造單位,ISO 50001,台灣、中國大陸、泰國地區之製造單位及餐飲事業,N,台灣、中國大陸、泰國地區之製造單位及餐飲事業,N,,N,百萬元營業額,台灣、中國大陸、泰國地區之製造單位及餐飲事業,台灣、中國大陸、泰國地區之製造單位及餐飲事業,台灣、中國大陸、泰國地區之製造單位及餐飲事業,百萬元營業額,N,1702.0,2766.0,2516.0,1007.0,734.0,0.368,0.0,0.0,1597294.0,0.0803,2.0,0.013,87119.32,99179.33,4107.639999999999,9.0973,9.0,3.0,2.0,0.2222,0.7273,1.0,35.0,14104.0,14139.0,0.6904
臺鹽,食品工業,環境會計資料,百萬元營業額,N,環境會計資料,N,僅母公司,N,僅母公司,N,,N,百萬元營業額,環境會計資料,環境會計資料,環境會計資料,百萬元營業額,N,1737.0,1159.0,981.0,985.0,895.0,0.2906,0.0,0.0,173309.0,173309.0,1.0,0.005,24721.1,3167.8,3651.705,27889.0,9.0,3.0,2.0,0.22,0.98,1.0,0.0,305.86,305.86,305.86
立萬利,食品工業,,,N,,N,,N,,N,,N,,,,,,N,3054.0,1198.0,1025.0,896.0,792.0,0.4,0.0,0.0,417924.5,86654.71,1.0,0.0053,18120.55,9690.4,5147.66,13944.5087,9.0,3.0,2.0,0.22,0.95,1.0,2.0,3546.93,3548.93,152.93215
台塑,塑膠工業,母公司,百萬元營業額,ISO 14046,母公司,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,百萬元營業額,母公司,母公司,母公司,百萬元營業額,N,1301.0,1621.0,1434.0,1398.0,1270.0,0.073,2.0,0.0018,21995920.0,112.7494,4.0,0.0,3338612.0,4605137.0,11298608.0,40.719,15.0,4.0,2.0,0.13,0.956,1.0,3251.0,197023.0,200274.0,1.0266
南亞,塑膠工業,母公司,111年個體營業額(千元)。,ISO 14046,"母公司，本公司2022年取得18張綠能憑證(依國家再生能源憑證中心網站)，另已規劃分二階段於各廠區廠房屋頂建置太陽能發電設備，預計設置總容量約58,365KW(含必成公司)，預估占119年台電契約容量18.2%(高於政府用電大戶條款規定的10%)，其中，硬布一廠195KW於2022年7月設備登記核准，已取得再生能源憑證配電盤廠1,500KW投資新台幣0.7億元，並於2022年12月設備登記核准，已取得再生能源憑證。",1.ISO 50001能源管理系統:樹林、林口、嘉義、新港、仁武、林園等廠區中共14生產廠。 2.綠色工廠: 樹林二廠、新港CCL一、三廠。 3.綠建築:銅箔四廠(銀級)；及樹林、新港等3個生產廠。,揭露母公司111年度溫室氣體排放量。,ISO 14064,揭露母公司111年度溫室氣體排放量。,ISO 14064,揭露母公司111年度溫室氣體排放量。,ISO 14064,百萬元營業額,母公司,母公司,母公司,111年個體營業額(千元)。,ISO 14001,1303.0,1233.0,1080.0,1238.0,1161.0,0.0485,5.0,0.0004,15269551.0,0.09,4.0,0.0,1628833.19,2955506.84,13680477.28,27.097,15.0,3.0,2.0,0.13,0.9714,1.0,5635.07,80116.86,85751.93,0.0005
台聚,塑膠工業,台聚高雄廠,產品,ISO 46001,台聚高雄廠,ISO 50001,台聚高雄廠+龜山研發處+台北總部(個體公司),ISO 14064,台聚高雄廠+龜山研發處+台北總部(個體公司),ISO 14064,台聚高雄廠,ISO 14064,產品,台聚高雄廠,台聚高雄廠,台聚高雄廠,產品,N,1304.0,1674.0,1411.0,1513.0,1376.0,0.0066,0.0,0.0,925439.0,4.46,4.0,0.0,25483.0,117786.0,130.0,0.69,9.0,4.0,0.0,0.0,0.9111,1.0,63.35,389.27,452.62,0.0022
華夏,塑膠工業,華夏頭份廠、台氯林園廠、華聚林園廠,產品,ISO 46001,,ISO 50001,個體公司(華夏公司)及合併財報子公司(華聚、台氯、寰靖公司),ISO 14064,個體公司(華夏公司)及合併財報子公司(華聚、台氯、寰靖公司),ISO 14064,,N,產品,華夏頭份廠、華聚林園廠、台氯林園廠,華夏頭份廠、華聚林園廠、台氯林園廠,華夏頭份廠、華聚林園廠、台氯林園廠,產品,ISO 14001,1305.0,1102.0,919.0,942.0,904.0,0.0633,3.0,0.0044,2886400.0,2.77,4.0,0.0,161650.0,185440.0,470808.12,0.33,9.0,4.0,0.0,0.0,1.0,0.9091,47.0,2812.0,2859.0,0.0027
三芳,塑膠工業,母公司,百萬元營業額,N,合併財務報表之母子公司),N,母公司,ISO 14064,母公司,ISO 14064,,N,百萬元營業額,母公司,母公司,母公司,百萬元營業額,N,1307.0,990.0,852.0,731.0,694.0,0.064,11.0,0.033,171700.0,223.05,1.0,0.5942,8242.1,22268.8,2789.635,18.49,7.0,3.0,0.0,0.0,0.88,1.0,329.0,2030.0,2359.0,3.06
亞聚,塑膠工業,亞聚林園廠,產品,N,亞聚林園廠,ISO 50001,母公司(林園廠及台北總部),ISO 14064,母公司(林園廠及台北總部),ISO 14064,母公司(林園廠及台北總部),ISO 14064,產品,亞聚林園廠,亞聚林園廠,亞聚林園廠,產品,ISO 14001,1308.0,1654.0,1411.0,1490.0,1407.0,0.027,0.0,0.0,494813.0,3.8,1.0,0.0,10443.52,101531.43,220420.66,0.8614,9.0,4.0,0.0,0.0,1.0,1.0,0.0,274.44,274.44,0.0021
台達化,塑膠工業,前鎮廠、林園廠、頭份廠、中山廠,產品,N,,ISO 50001,台北辦、前鎮廠、林園廠、頭份廠(個體公司),ISO 14064,台北辦、前鎮廠、林園廠、頭份廠(個體公司),ISO 14064,台北辦、前鎮廠、林園廠、頭份廠(個體公司),ISO 14064,產品,前鎮廠、林園廠、頭份廠、中山廠,前鎮廠、林園廠、頭份廠、中山廠,前鎮廠、林園廠、頭份廠、中山廠,產品,ISO 14001,1309.0,1291.0,1084.0,1100.0,1039.0,0.1538,0.0,0.0,935065.0,1.024,1.0,0.0,15223.0,50227.0,114224.0,0.211,9.0,4.0,1.0,0.11,0.9815,1.0,2.1,3492.6,3494.7,0.0079
台苯,塑膠工業,111年高雄廠原水用量,產品,N,,N,台苯高雄廠,ISO 14064,台苯高雄廠,ISO 14064,,N,產品,台苯高雄廠,台苯高雄廠,台苯高雄廠,產品,N,1310.0,1185.0,930.0,883.0,793.0,0.2258,0.0,0.0,1270619.0,3.63,1.0,0.0,199683.07,29524.44,57177.0,0.688,11.0,3.0,1.0,0.0909,0.9455,1.0,0.0,1594.62,1594.62,0.005
國喬,塑膠工業,僅母公司,百萬元營業額,N,僅母公司,N,僅母公司,ISO 14064,僅母公司,ISO 14064,僅母公司,ISO 14064,百萬元營業額,僅母公司,僅母公司,僅母公司,百萬元營業額,N,1312.0,1022.0,847.0,878.0,774.0,0.2727,2.0,0.0053,1894152.0,104.21,1.0,0.0,318971.98,36899.65,827392.24,19.58,7.0,3.0,1.0,0.1429,0.9762,1.0,0.0,1114.71,1114.71,0.061
聯成,塑膠工業,母公司林園廠,產品,N,,ISO 50001,母公司林園廠,ISO 14064,母公司林園廠,ISO 14064,,N,產品,母公司林園廠,母公司林園廠,母公司林園廠,產品,N,1313.0,1554.0,1310.0,1165.0,1072.0,0.306,0.0,0.0,234890.0,1.94,1.0,0.2971,40948.93,15118.83,2789.635,0.46,10.0,3.0,0.0,0.0,0.95,1.0,497.64,1145.41,1643.05,0.04
中石化,塑膠工業,母公司,百萬元營業額,ISO 46001,母公司,採用ISO 50001驗證標準，本公司頭份廠、大社廠、小港廠已取得，斗六廠、橋頭廠尚未取得,僅母公司,採用ISO 14064驗證標準，預計2023年8月份取得,僅母公司,採用ISO 14064驗證標準，預計2023年8月份取得,僅母公司,採用ISO 14064驗證標準，預計2023年8月份取得,百萬元營業額,母公司,母公司,母公司,百萬元營業額,ISO 9001,1314.0,978.0,817.0,953.0,869.0,0.14,0.0,0.0,5936000.0,2371744.0,2.0,0.0003,796727.0,192690.0,1331732.0,395324.0,9.0,3.0,0.0,0.0,0.8723,1.0,37627.0,18552.0,56179.0,2.2446
達新,塑膠工業,母公司,,N,母公司,N,,N,母公司,N,,N,,母公司,母公司,母公司,,N,1315.0,761.0,643.0,604.0,535.0,0.4452,0.0,0.0,8294.0,17.669,1.0,0.0752,3914.88,2688.0,2173.545,4.82825,8.0,3.0,0.0,0.0,1.0,1.0,0.0,103.0,103.0,0.08135
大洋,塑膠工業,母公司,產品,N,,N,母公司,N,母公司,N,母公司,N,產品,母公司,母公司,母公司,產品,N,1321.0,902.0,745.0,800.0,738.0,0.0816,5.0,0.011,97.12,0.6595,1.0,0.0376,3491.0,40180.0,1506.0,0.3102,10.0,4.0,2.0,0.2,0.98,1.0,11.32,633.93,645.25,0.0043
永裕,塑膠工業,"永裕塑膠:72,770噸_x000D_
上海永裕:62,546噸_x000D_
威瑪精密:3,600噸","永裕塑膠72,770(噸)/1,816,611千元營業額=0.04",N,與台電合作躉售太陽能光電，每年產生綠電約達25000度電以上，但未使用綠電於企業自用。,N,"永裕塑膠:285.70噸(無驗證)_x000D_
上海永裕:148.293噸(有驗證)_x000D_
威瑪精密:7.63噸(無驗證)",ISO 14064,"永裕塑膠:11,912.35噸(無驗證)_x000D_
上海永裕:9,477.021噸(有驗證)_x000D_
威瑪精密:61.19噸(無驗證)",ISO 14064,僅母公司永裕塑膠,N,"永裕塑膠12,198.05(噸)/1,816,611千元營業額=0.0067","永裕塑膠:96.65噸_x000D_
上海永裕:129.84噸_x000D_
威瑪精密:2.65噸","永裕塑膠:96.65噸_x000D_
上海永裕:129.84噸_x000D_
威瑪精密:2.65噸","永裕塑膠:96.65噸_x000D_
上海永裕:129.84噸_x000D_
威瑪精密:2.65噸","母公司永裕塑膠96.65噸/1,816,611千元營業額=0.00005",N,1323.0,701.0,592.0,596.0,508.0,0.2684,4.0,0.0056,138916.0,0.04,1.0,0.0,441.623,21450.56,2738.18,0.0067,11.0,4.0,0.0,0.0,0.9848,1.0,0.0,229.14,229.14,0.0001
地球,塑膠工業,母公司(幼一二廠),百萬元營業額,N,,N,母公司(幼一二廠),ISO 14064,母公司(幼一二廠),ISO 14064,母公司(幼一二廠),ISO 14064,百萬元營業額,母公司(幼一二廠),母公司(幼一二廠),母公司(幼一二廠),百萬元營業額,ISO 14001,1324.0,713.0,595.0,536.0,446.0,0.3225,0.0,0.0,34088.98,34.6785,1.0,0.0376,4338.76,2007.62,2841.09,9.3463,5.0,3.0,0.0,0.0,1.0,1.0,86.09,69.62,155.71,0.1584
恆大,塑膠工業,,,N,,N,,N,,N,,N,,,,,,N,1325.0,566.0,457.0,470.0,405.0,0.6667,0.0,0.0,87231.49,22.5834,1.0,0.26,12817.595000000001,7929.16,2789.635,5.90315,7.0,3.0,3.0,0.4286,1.0,0.2857,333.15500000000003,3382.935,3716.09,0.3407
台化,塑膠工業,111年母公司、台化出光及台醋公司之台灣廠區,營業額億元,ISO 46001,111年台化及台醋公司之台灣廠區資料,N,資料係111年度母公司及台醋經第三方查證數據。,ISO 14064,資料係111年度母公司及台醋經第三方查證數據。,ISO 14064,資料係111年度母公司及台醋經第三方查證數據。,ISO 14064,營業額億元,111年母公司及台醋公司之台灣廠區,111年母公司及台醋公司之台灣廠區,111年母公司及台醋公司之台灣廠區,營業額億元,ISO 14001,1326.0,1645.0,1427.0,1409.0,1283.0,0.0463,3.0,0.0006,28188305.0,11140.0,2.0,0.0014,4698681.0,3166588.0,14488269.07,3084.76,15.0,3.0,1.0,0.067,0.9,1.0,73.0,223242.0,223315.0,90.28
再生-KY,塑膠工業,,,N,,N,,N,,N,,N,,,,,,N,1337.0,639.5,526.0,503.0,425.5,0.1429,0.0,0.0,87231.49,22.5834,1.0,0.2607,12817.595000000001,7929.16,7245555.08,5.90315,7.0,3.0,0.0,0.0,1.0,1.0,333.15500000000003,3382.935,3716.09,0.3407
勝悅-KY,塑膠工業,,,N,,N,,N,,N,,N,,,,,,N,1340.0,639.5,526.0,503.0,425.5,0.0,0.0,0.0,87231.49,22.5834,1.0,0.2607,12817.595000000001,7929.16,7245555.08,5.90315,7.0,3.0,1.0,0.1428,1.0,1.0,333.15500000000003,3382.935,3716.09,0.3407
富林-KY,塑膠工業,越南子公司,產品,Higg dex (FEM),生物質 能源(壓榨稻殼),Higg Index (FEM),越南子公司,Higg Index (FEM),越南子公司,Higg Index (FEM),,N,產品,越南子公司,越南子公司,越南子公司,產品,ISO 14001,1341.0,633.5,524.5,533.0,456.5,0.2353,7.0,0.0074,140374.0,10.4883,2.0,0.52,21296.43,13850.7,2789.635,2.46,7.0,3.0,0.0,0.0,1.0,1.0,580.22,6696.25,7276.47,0.523
炎洲,塑膠工業,母公司及台灣廠區,百萬元營業額,N,,ISO 50001,母公司及台灣廠區,N,母公司及台灣廠區,N,,N,百萬元營業額,台灣廠區,台灣廠區,台灣廠區,百萬元營業額,N,4306.0,676.0,572.0,574.0,530.0,0.14,0.0,0.0,117808.0,8.0298,1.0,0.26,43330.18,53444.24,2789.635,6.5962,5.0,3.0,0.0,0.0,1.0,0.4,290.11,3462.695,12397.91,0.84
上曜,建材營造,包含本公司及營造業子公司上裕營造和永輝室內裝修辦公室工務所及建案餘屋,,N,,N,包含本公司及營造業子公司上裕營造和永輝室內裝修辦公室工務所及建案餘屋,N,包含本公司及營造業子公司上裕營造和永輝室內裝修辦公室工務所及建案餘屋,N,包含本公司及營造業子公司上裕營造和永輝室內裝修辦公室工務所及建案餘屋,N,平方公尺,,,,,N,1316.0,1519.0,1385.0,640.0,511.0,0.2381,0.0,0.0,3.868,0.505,4.0,0.0,0.0,213.808,6.4879,0.0054,7.0,3.0,2.0,0.2857,1.0,1.0,0.0,10607.015,10697.515,0.0515
華友聯,建材營造,僅母公司,,N,,N,,N,僅母公司,N,,N,,僅母公司,僅母公司,僅母公司,,N,1436.0,1256.0,1066.0,871.0,819.0,0.4118,0.0,0.0,0.177,0.505,1.0,0.0,3.85,70.511,20.4476,0.027700000000000002,9.0,4.0,0.0,0.0,1.0,1.0,0.0,1443.0,2935.0,0.0515
三地開發,建材營造,,,N,,N,,N,,N,,N,,,,,,N,1438.0,1340.0,1184.0,523.0,521.0,0.25,0.0,0.0,2.0225,181.55435,1.0,0.0,6.3165,142.15949999999998,141.03895,0.00855,7.0,3.0,2.0,0.2857,0.9643,0.2857,0.0,9296.015,1533.5,291.97650000000004
雋揚,建材營造,母公司,,N,,N,,N,母公司,N,,N,,母公司,母公司,母公司,,N,1439.0,957.0,774.0,711.0,700.0,0.6,0.0,0.0,1003.77,181.775,2.0,0.0,14.096499999999999,7.8752,90.562,0.0165,7.0,3.0,1.0,0.14,0.9643,1.0,0.0,1443.0,2.5129,0.00695
名軒,建材營造,母公司,,N,,N,,N,母公司,N,,N,,,,,,N,1442.0,1205.0,998.0,874.0,819.0,0.6,0.0,0.0,207.0,181.775,1.0,0.0,3.0,30.288,90.562,0.027700000000000002,7.0,3.0,2.0,0.29,0.9857,1.0,0.0,10607.015,10697.515,0.0515
大將,建材營造,,,N,,N,,N,,N,,N,,,,,,N,1453.0,730.0,589.0,530.0,481.0,0.4,0.0,0.0,1449.385,185.89,1.0,0.0,9.3165,44.9986,135562.02395,0.12085,7.0,3.0,1.0,0.1429,0.9142,0.1429,0.0,9296.015,67.25645,1.0765
怡華,建材營造,台南官田廠,服務,N,,N,台南官田廠,N,台南官田廠,N,,N,服務,台南官田廠,台南官田廠,台南官田廠,服務,N,1456.0,936.0,803.0,558.0,547.0,0.17,0.0,0.0,1895.0,363.0,1.0,0.0,12.633,82.122,104.5217,0.0117,11.0,3.0,2.0,0.18,0.9673,1.0,0.0,132.0,132.0,0.013
三洋實業,建材營造,,,N,,N,,N,,N,,N,,,,,,N,1472.0,932.0,756.0,600.0,527.0,0.25,0.0,0.0,1449.385,185.89,1.0,0.0,9.3165,44.9986,135562.02395,0.00855,7.0,4.0,1.0,0.1429,0.9585,1.0,0.0,9296.015,67.25645,1.0765
寶徠,建材營造,,,N,,N,,N,,N,,N,,,,,,N,1805.0,1331.0,1158.0,715.0,659.0,0.25,0.0,0.0,103.5885,388.3,1.0,0.0,3.0,50.399499999999996,141.03895,0.00855,9.0,3.0,1.0,0.1111,0.9591,1.0,0.0,9296.015,10697.515,291.97650000000004
潤隆,建材營造,本公司台北辦公室,,N,,N,本公司2輛公務車,N,本公司台北辦公室,N,,N,,本公司基隆德安A、B、C區建案,本公司基隆德安A、B、C區建案,本公司基隆德安A、B、C區建案,,N,1808.0,994.0,768.0,664.0,595.0,0.2758,2.0,0.0204,188.0,0.32935000000000003,1.0,0.0,6.0,108.0,141.03895,0.03565,7.0,3.0,1.0,0.1429,0.8889,0.4286,0.0,18460.03,18460.03,292.01500000000004
新美齊,建材營造,111年新美齊新建工程建案,,N,,N,,N,僅母公司,N,,N,,111年新美齊新建工程建案,111年新美齊新建工程建案,111年新美齊新建工程建案,,N,2442.0,1854.0,1087.0,1079.0,879.0,0.2143,0.0,0.0,7062.0,0.06285,2.0,0.0,7.78,80.27,100.80199999999999,0.0168,7.0,3.0,0.0,0.0,1.0,1.0,0.0,1399.4,2791.0,0.0455
國建,建材營造,僅母公司,員工人數,N,,N,僅母公司,N,僅母公司,N,僅母公司,N,員工人數,CSR,CSR,CSR,工地數量,N,2501.0,1441.0,1275.0,987.0,879.0,0.3103,2.0,0.0125,1743.0,10.89,1.0,0.0,115.17,1564.09,275.59,12.22,9.0,3.0,1.0,0.11,0.98,1.0,0.0,1443.0,9343.0,583.94
國產,建材營造,總公司、汐止廠、台中廠及台南廠,,N,,N,母公司及所屬十家子公司,ISO14064-1,母公司及所屬十家子公司,ISO14064-1,,N,千元營業額,國產公司所有廠區,國產公司所有廠區,國產公司所有廠區,,N,2504.0,1577.0,1450.0,1033.0,1018.0,0.1667,5.0,0.0079,176970.0,5.8672,2.0,0.0157,30951.58,29913.54,103682.895,0.003,12.0,4.0,1.0,0.0833,0.9167,1.0,0.0,18446.0,18446.0,0.7253000000000001
國揚,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2505.0,1505.0,1292.0,1256.0,1170.0,0.4286,0.0,0.0,348069.0,0.28535,1.0,0.0,281374.46180000005,20757.421749999998,225.11305,0.4485,9.0,3.0,1.0,0.11,1.0,1.0,0.0,9307.327,91.032,0.0455
太設,建材營造,僅執行中工地,"千元營業額653,954=0.0026",N,,N,,N,僅總公司大樓及執行中工地,N,,N,"千元營業額653,954=0.0002",僅執行中工地,僅執行中工地,僅執行中工地,,N,2506.0,643.0,550.0,1042.0,836.0,0.0,0.0,0.0,1710.0,1710.0,1.0,0.0,11.942250000000001,151.1872,90.562,151.1872,9.0,3.0,1.0,0.11,0.9753,1.0,0.0,1443.0,3659.0,0.0515
全坤建,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2509.0,976.0,813.0,802.0,745.0,0.6667,0.0,0.0,60170.5,2.1128,1.0,0.0,19.54,1322.98,135577.31,0.0129,6.0,3.0,0.0,0.0,1.0,0.5833,0.0,8888.15,8888.15,1.637
太子,建材營造,母公司,平方公尺(樓地板面積為99149.5平方公尺),N,,N,母公司,N,母公司,N,母公司,N,平方公尺(樓地板面積為99149.5平方公尺),,,,,N,2511.0,1801.0,1574.0,1082.0,1048.0,0.357,0.0,0.0,255930.0,2.58,2.0,0.0157,411.5,3496.2,606.6,0.06,15.0,3.0,2.0,0.133,0.97,1.0,0.0,10600.0,18133.65,1.59125
新建,建材營造,母公司,百萬元營業額,N,,N,母公司,N,母公司,N,,N,百萬元營業額,工地,工地,工地,百萬元營業額,N,2516.0,839.0,724.0,616.0,483.0,0.11,4.0,0.0046,60195.0,8.78,1.0,0.0,746.63,1583.88,135577.31,0.23,9.0,3.0,2.0,0.2222,0.86,0.8889,0.0,14668.52,14668.52,2.14
冠德,建材營造,111年,百萬元營業額,N,,N,固定燃燒，移動排放，逸散排放,合理保證等級,外購電力,合理保證等級,類別四：購買燃料及自來水，購買紙張及再生紙,有限保證等級,百萬元營業額,公司的生活垃圾,公司的生活垃圾,公司的生活垃圾,百萬元營業額,N,2520.0,2018.0,1777.0,1273.0,1081.0,0.36,0.0,0.0,1533.0,0.0713,2.0,0.0,37.7052,171.3335,34.4073,0.0097,9.0,3.0,1.0,0.1111,0.9028,1.0,0.0,1443.0,54.72,0.0025
京城,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2524.0,1589.0,1341.0,980.0,937.0,0.2857,0.0,0.0,104508.0,12.415,1.0,0.0,15504.681550000001,15015.375,156.325,0.8115,7.0,3.0,1.0,0.1429,0.9078,0.0,0.0,145857.665,11559.615,291.9947
宏璟,建材營造,包含合併財務報表之母子公司,員工及商場承租戶員工人數,N,,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,,N,員工及商場承租戶員工人數,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,,N,2527.0,1507.0,1280.0,830.0,852.0,0.39,0.0,0.0,154686.0,413.6,1.0,0.0157,11.61,5343.33,306.54395,14.32,11.0,3.0,4.0,0.3636,0.9636,0.4545,0.0,273269.33,273269.33,12.39125
皇普,建材營造,,,N,,N,本公司,N,本公司,N,,N,百萬元營業額,,,,,N,2528.0,1000.0,858.0,728.0,610.0,0.4444,0.0,0.0,645.91,1.0018500000000001,1.0,0.0,15.56,21.44,105.84805,0.0213,6.0,3.0,2.0,0.3333,0.9722,1.0,0.0,10607.015,1377.3995,0.02515
華建,建材營造,合併財務報表之母子公司,樓地板面積(平方公尺),SASB IF-RE-140a.1 Water Management,,N,合併財務報表之母子公司,N,合併財務報表之母子公司,N,,N,樓地板面積(平方公尺),合併財務報表之母子公司,合併財務報表之母子公司,合併財務報表之母子公司,樓地板面積(平方公尺),N,2530.0,1667.0,1465.0,1104.0,896.0,0.4,0.0,0.0,1287.63,0.46,4.0,0.0,8.3245,818.8911,20.4476,23.34,7.0,3.0,0.0,0.0,0.9841,1.0,0.0,1443.0,4050.0,0.09
宏盛,建材營造,,,N,,N,,N,,N,,N,,在建工程（北投石牌、汐止智興、新店心中央）,在建工程（北投石牌、汐止智興、新店心中央）,在建工程（北投石牌、汐止智興、新店心中央）,,N,2534.0,1275.0,1091.0,972.0,836.0,0.0824,0.0,0.0,1294.91,0.32935000000000003,1.0,0.0,11.63,25.925,306.54395,0.03565,7.0,3.0,2.0,0.2857,0.9762,1.0,0.0,2754.0,2754.0,0.0697
達欣工,建材營造,母公司營運總部,百萬元營業額,N,母公司營運總部+工地,N,母公司營運總部,N,母公司營運總部,N,母公司營運總部(員工通勤.商務旅行),N,百萬元營業額,母公司營運總部,母公司營運總部,母公司營運總部,百萬元營業額,ISO 9001,2535.0,1441.0,1245.0,1119.0,1093.0,0.1073,0.0,0.0,1902.0,0.1107,2.0,0.0,46.3636,187.8135,174.6361,0.014,7.0,3.0,0.0,0.0,0.9286,1.0,0.0,1443.0,13.41,0.001
宏普,建材營造,總公司大樓分攤用水量,百萬元營業額,N,,N,公務車加油量,N,總公司大樓分攤用電及辦公室用電,N,,N,百萬元營業額,,,,,N,2536.0,1176.0,998.0,841.0,857.0,0.25,0.0,0.0,3.82,0.55,1.0,0.0,7.7,30.41,90.562,0.05,3.0,4.0,2.0,0.2857,0.9524,1.0,0.0,10607.015,10607.015,0.04545
聯上發,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2537.0,1133.0,945.0,888.0,791.0,0.5556,0.0,0.0,30941.91,0.33,1.0,0.0,15.61,1327.465,135577.31,0.02725,7.0,3.0,3.0,0.4286,1.0,1.0,0.0,8888.15,8888.15,0.69395
基泰,建材營造,,,N,,N,,N,母公司,N,,N,,,,,,N,2538.0,2989.0,1619.0,1029.0,842.0,0.0,0.0,0.0,4297.5,0.09,1.0,0.0,27.8526,26.0,35.73365,0.0095,11.0,3.0,1.0,0.0909,0.8364,0.0,0.0,1380.5,1422.86,0.0013
櫻花建,建材營造,母公司,樓地板面積,N,,N,母公司,N,母公司,N,,N,單位:樓地板面積,母公司,母公司,母公司,,N,2539.0,1126.0,941.0,891.0,756.0,0.2,1.0,0.0135,61880.0,0.11,1.0,0.0,23.52,2624.52,135577.31,0.0045,7.0,3.0,3.0,0.4286,1.0,1.0,0.0,1668.3,1668.3,1.637
愛山林,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2540.0,3127.0,2852.0,2036.0,1357.0,0.1,0.0,0.0,332322.0,3.6407,1.0,0.0157,866.725,1964.47,320.50365,0.19165000000000001,7.0,3.0,2.0,0.0014,0.94,0.3,0.0,9226.5,11706.109999999999,0.127
興富發,建材營造,母公司,百萬元營業額,N,,N,母公司,N,母公司,N,,N,百萬元營業額,,,,,N,2542.0,1538.0,1403.0,775.0,624.0,0.4,0.0,0.0,2586.0,0.1087,1.0,0.0,0.0,292.113,104.5217,0.0123,7.0,3.0,1.0,0.1429,0.9905,0.4286,0.0,1443.0,1383.705,0.00175
皇昌,建材營造,,,N,,N,,N,,N,,N,,,,,,N,2543.0,859.0,687.0,720.0,564.0,0.1279,9.0,0.009,361770.0,7.986699999999999,1.0,0.0,381.09499999999997,802.6600000000001,135577.31,0.12565,7.0,3.0,2.0,0.2857,0.9643,1.0,0.0,8168.41,19039.41,1.1969500000000002
