公司名稱,產業類別,資料範圍,用水密集度-單位,取得驗證,資料範圍.1,取得驗證.1,範疇一-資料邊界,範疇一-取得驗證,範疇二-資料邊界,範疇二-取得驗證,範疇三-資料邊界,範疇三-取得驗證,溫室氣體排放密集度-單位,有害廢棄物量-資料範圍,非有害廢棄物量-資料範圍,總重量(有害+非有害)-資料範圍,廢棄物密集度-單位,取得驗證.2,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位)
神達,電腦及週邊設備業,"合併財務報表之母子公司, 含台灣營運、研發中心及廠區; 中國主要生產據點: 廣東順達廠區、江蘇昆達廠區; 美國加州組裝廠區: MiTACIS",營業額/單位為「百萬新台幣」,N,"合併財務報表之母子公司, 含台灣營運、研發中心及廠區; 中國主要生產據點: 廣東順達廠區、江蘇昆達廠區; 美國加州組裝廠區: MiTACIS",N,"合併財務報表之母子公司, 含台灣營運、研發中心及廠區; 中國主要生產據點: 廣東順達廠區、江蘇昆達廠區; 美國加州組裝廠區: MiTACIS",N,"合併財務報表之母子公司, 含台灣營運、研發中心及廠區; 中國主要生產據點: 廣東順達廠區、江蘇昆達廠區; 美國加州組裝廠區: MiTACIS",N,"合併財務報表之母子公司, 含台灣營運、研發中心及廠區; 中國主要生產據點: 廣東順達廠區、江蘇昆達廠區; 美國加州組裝廠區: MiTACIS",N,營業額/單位為「百萬新台幣」,"合併財務報表之母子公司, 含台灣營運、研發中心及廠區; 中國主要生產據點: 廣東順達廠區、江蘇昆達廠區; 美國加州組裝廠區: MiTACIS","合併財務報表之母子公司, 含台灣營運、研發中心及廠區; 中國主要生產據點: 廣東順達廠區、江蘇昆達廠區; 美國加州組裝廠區: MiTACIS","合併財務報表之母子公司, 含台灣營運、研發中心及廠區; 中國主要生產據點: 廣東順達廠區、江蘇昆達廠區; 美國加州組裝廠區: MiTACIS",營業額/單位為「百萬新台幣」,ISO 14001,3706.0,2650.0,2650.0,1147.0,1001.0,0.28,1.0,0.0006,457000.0,11.0,2.0,0.008,1698.0,40817.0,2112.0,1.01,10.0,3.0,0.0,0.0,0.9833,1.0,139.2,2134.92,2274.12,0.054
永崴投控,電腦及週邊設備業,母公司及重要子公司,,N,,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,,母公司,母公司,母公司,,N,3712.0,2875.0,2818.0,970.0,849.0,0.33,0.0,0.0,243884.0,12.038,1.0,0.0225,43.47,318.7,0.0,0.29059999999999997,9.0,3.0,1.0,0.1111,0.9841,0.5556,0.1254,7.775399999999999,0.0,0.07705000000000001
事欣科,電腦及週邊設備業,,,N,,N,,N,,N,,N,,,,,,N,4916.0,1809.0,1634.0,674.0,669.0,0.5,0.0,0.0,2624027.0,2.5934,1.0,0.27185000000000004,16923.8805,242058.085,360.24399999999997,0.20679999999999998,7.0,3.0,4.0,0.57,0.9762,1.0,802.115,34285.4809,35087.5959,0.028
和碩,電腦及週邊設備業,和碩企業總部、臺灣營運中心、上海昌碩、昆山世碩、蘇州名碩/康碩/凱碩、重慶旭碩/凱全、捷克製造中心、墨西哥營運中心、印尼廠,每百萬營業額(元),N,和碩聯合科技(股)公司、名碩電腦(蘇州)、凱碩電腦(蘇州)、昌碩科技(上海)、世碩電子(昆山)、旭碩科技(重慶)、Pegatron MEXICO S.A.DEC.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、Pegatron Japan Inc.、PEGATRON SERVICE SINGAPORE PTE. LTD.、PEGATRON SERVICE KOREA LLC.、PEGATRON TECHNOLOGY SERVICE INC.、PEGATRON SERVICE AUSTRALIA PTY. LTD.,ISO 50001,和碩聯合科技(股)公司、名碩電腦(蘇州)、凱碩電腦(蘇州)、昌碩科技(上海)、世碩電子(昆山)、旭碩科技(重慶)、Pegatron MEXICO S.A.DEC.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、Pegatron Japan Inc.、PEGATRON SERVICE SINGAPORE PTE. LTD.、PEGATRON SERVICE KOREA LLC.、PEGATRON TECHNOLOGY SERVICE INC.、PEGATRON SERVICE AUSTRALIA PTY. LTD.,ISO 14064,和碩聯合科技(股)公司、名碩電腦(蘇州)、凱碩電腦(蘇州)、昌碩科技(上海)、世碩電子(昆山)、旭碩科技(重慶)、Pegatron MEXICO S.A.DEC.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、Pegatron Japan Inc.、PEGATRON SERVICE SINGAPORE PTE. LTD.、PEGATRON SERVICE KOREA LLC.、PEGATRON TECHNOLOGY SERVICE INC.、PEGATRON SERVICE AUSTRALIA PTY. LTD.,ISO 14064,和碩聯合科技(股)公司、名碩電腦(蘇州)、凱碩電腦(蘇州)、昌碩科技(上海)、世碩電子(昆山)、旭碩科技(重慶)、Pegatron MEXICO S.A.DEC.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、Pegatron Japan Inc.、PEGATRON SERVICE SINGAPORE PTE. LTD.、PEGATRON SERVICE KOREA LLC.、PEGATRON TECHNOLOGY SERVICE INC.、PEGATRON SERVICE AUSTRALIA PTY. LTD.,ISO 14064,每百萬營業額(元),和碩企業總部、臺灣營運中心、上海昌碩、昆山世碩、蘇州名碩/康碩/凱碩、重慶旭碩/凱全、捷克製造中心、墨西哥營運中心、印尼廠,和碩企業總部、臺灣營運中心、上海昌碩、昆山世碩、蘇州名碩/康碩/凱碩、重慶旭碩/凱全、捷克製造中心、墨西哥營運中心、印尼廠,和碩企業總部、臺灣營運中心、上海昌碩、昆山世碩、蘇州名碩/康碩/凱碩、重慶旭碩/凱全、捷克製造中心、墨西哥營運中心、印尼廠,每百萬營業額(元),ISO 14001,4938.0,1490.0,1264.0,1236.0,984.0,0.1814,8.0,0.0009,5234887.0,4.14,11.0,0.06,33442.43,480916.86,709.29,0.41,11.0,3.0,1.0,0.091,0.974,1.0,1602.0,68569.0,70171.0,0.056
科嘉-KY,電腦及週邊設備業,,,N,,N,,N,,N,,N,,,,,,N,5215.0,1198.0,1008.0,971.5,785.0,0.3513,9.0,0.0028,2640029.5,11.84,1.0,0.034,17570.51,242868.72999999998,360.24399999999997,1.62,9.0,3.0,0.0,0.0,0.9683,1.0,801.0,34493.84,35143.0,0.8655
虹堡,電腦及週邊設備業,,,N,,N,,N,,N,,N,,,,,,N,5258.0,906.0,752.0,707.0,586.0,0.015,0.0,0.0,31116.0,9.7705,2.0,0.0365,856.645,3260.255,368.60999999999996,1.4150500000000001,7.0,3.0,0.0,0.0,0.9744,1.0,0.0,229.24,266.84000000000003,0.8375
迎廣,電腦及週邊設備業,母公司,營業額,N,,ISO 50001,母公司,N,母公司,N,,N,百萬營業額,母公司,母公司,母公司,產品 元/台,ISO 14001,6117.0,731.0,626.0,633.0,522.0,0.2667,6.0,0.0075,45172.0,19.54,1.0,0.0065,1698.59,4820.6,19.564,2.83,7.0,3.0,3.0,0.4286,1.0,0.0,0.1254,7.775399999999999,115.0,1.675
上福,電腦及週邊設備業,上福全球在台灣營運據點為主（包含本廠、二廠及三廠）,產品,N,,N,上福全球在台灣營運據點為主（包含本廠、二廠及三廠）,N,上福全球在台灣營運據點為主（包含本廠、二廠及三廠）,N,,N,產品,上福全球在台灣營運據點為主（包含本廠、二廠及三廠）,上福全球在台灣營運據點為主（包含本廠、二廠及三廠）,上福全球在台灣營運據點為主（包含本廠、二廠及三廠）,產品,N,6128.0,769.0,654.0,564.0,494.0,0.1579,2.0,0.0043,17060.0,0.001,1.0,0.0065,14.7,1699.91,19.564,0.0001,9.0,2.0,2.0,0.2857,0.9643,1.0,0.0,418.68,418.68,0.0
凌華,電腦及週邊設備業,母公司,人員數量,N,,N,母公司,N,母公司,N,母公司,N,產品,2021/1/1-2021/12/31,2021/1/1-2021/12/31,2021/1/1-2021/12/31,產品,N,6166.0,1372.0,1185.0,1087.0,981.0,0.23,1.0,0.0001,13167.0,1.0468,2.0,0.0065,405.331,3199.31,11.198,0.0036,8.0,3.0,2.0,0.25,0.97,1.0,2.23,1.9618,4.1918,0.0
飛捷,電腦及週邊設備業,飛捷母公司,人均用水度數,N,,N,飛捷科技母公司,N,飛捷科技母公司,N,飛捷科技母公司,N,產品,飛捷母公司,飛捷母公司,飛捷母公司,產品,N,6206.0,1030.0,902.0,894.0,721.0,0.3,0.0,0.0,11099.0,23.0,2.0,0.0065,127.74,1789.3,27.93,0.0088,7.0,3.0,1.0,0.14,0.9286,1.0,0.0,37.58,37.58,0.0002
尼得科超眾,電腦及週邊設備業,"中興廠、興德廠、陞泰廠_x000D_
中興廠、興德廠、陞泰廠",營業額,N,,N,中興廠、興德廠、陞泰廠,N,中興廠、興德廠、陞泰廠,N,,N,營業額,中興廠,中興廠,中興廠,營業額,ISO 14001,6230.0,756.0,630.0,685.0,553.0,0.1818,7.0,0.0111,10233.0,0.93,1.0,0.0065,351.54,3069.31,19.564,0.31,7.0,2.0,1.0,0.1429,0.9527,0.8181,0.0,39.8,39.8,0.004
華孚,電腦及週邊設備業,,,N,,N,,N,,N,,N,,,,,,N,6235.0,1452.0,1296.0,932.0,729.0,0.2273,0.0,0.0,16522.715,3.4784,1.0,0.052199999999999996,315.7305,2829.035,19.564,0.40080000000000005,9.0,3.0,1.0,0.1111,0.9726,1.0,1.115,22.63365,23.74865,7.095
宏正,電腦及週邊設備業,範疇一+範疇二,營業額,N,,N,母公司及汐止廠區,ISO 14064,母公司及汐止廠區,ISO 14064,,N,營業額,範疇一+範疇二,範疇一+範疇二,範疇一+範疇二,,N,6277.0,1333.0,1148.0,1087.0,929.0,0.1667,1.0,0.001,19878.43,5.91,6.0,0.0065,226.13,2458.76,19.564,0.798,10.0,3.0,1.0,0.1,0.9538,1.0,0.0,43.3055,43.3055,0.0108
樺漢,電腦及週邊設備業,僅母公司,,N,,N,僅母公司,N,僅母公司,N,,N,,"僅母公司_x000D_
僅母公司_x000D_
僅母公司","僅母公司_x000D_
僅母公司_x000D_
僅母公司","僅母公司_x000D_
僅母公司_x000D_
僅母公司",,N,6414.0,1458.0,1269.0,1118.0,1044.0,0.1667,0.0,0.0,3272.0,2318.8289,5.0,0.065,8.1,357.5,19.564,126.45625,7.0,3.0,1.0,0.1428,1.0,1.0,1.7165,6.9785,233.0,7.1869499999999995
研揚,電腦及週邊設備業,僅母公司,營業額,N,,N,僅母公司,N,僅母公司,N,,N,營業額,僅母公司,僅母公司,僅母公司,營業額,N,6579.0,1164.0,1035.0,946.0,817.0,0.1395,3.0,0.006,4635.0,4635.0,2.0,0.065,112.4,140.3,19.564,252.7,11.0,3.0,0.0,0.0,0.97,1.0,3.433,10.757,14.19,14.19
動力-KY,電腦及週邊設備業,,,N,,N,,N,,N,,N,,,,,,N,6591.0,1196.0,1059.0,1052.0,897.5,0.0108,0.0,0.0,64434.0,2330.64635,2.0,0.052199999999999996,80.53275000000001,3623.4300000000003,7439.7,126.749,7.0,3.0,0.0,0.0,1.0,1.0,81.7735,165.078,246.8515,7.0969999999999995
緯穎,電腦及週邊設備業,母公司及及全球有製造廠區的子公司（墨西哥子公司Wiwynn Mexico S.A. de C.V，簡稱WYMX),員工人數(母公司及WYMX),N,,ISO 50001,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,,母公司,母公司,母公司,,ISO 14001,6669.0,1228.0,1083.0,1158.0,978.0,0.22,5.0,0.0026,124233.0,26.2927,2.0,0.0065,48.6655,7106.56,14851.47,0.01935,9.0,4.0,2.0,0.2222,1.0,1.0,160.114,319.399,479.513,0.0109
振樺電,電腦及週邊設備業,110年1月~12月,每億營業額,N,,N,僅振樺母公司,N,僅振樺母公司,N,,N,每億營業額,110年1月~12月,110年1月~12月,110年1月~12月,每億營業額,ISO 14001,8114.0,849.0,725.0,691.0,565.0,0.4844,1.0,0.0031,14423.0,546.74,4.0,0.0065,357.92,1399.31,19.564,66.61,9.0,3.0,2.0,0.2222,0.9815,1.0,0.0,0.23,0.23,0.01
達方,電腦及週邊設備業,台灣廠區+中國廠區,百萬營業額,N,台灣廠區+中國廠區,N,母公司(台灣廠區及中國廠區),ISO14064-1(2018),母公司(台灣廠區及中國廠區),ISO14064-1(2018),母公司(台灣廠區及中國廠區),ISO14064-1(2018),百萬營業額,台灣廠區+中國廠區,台灣廠區+中國廠區,台灣廠區+中國廠區,百萬營業額,N,8163.0,1389.0,1217.0,1125.0,941.0,0.186,2.0,0.002,526306.0,26.3974,3.0,0.0444,5315.64,93037.64,968.6582,4.89,9.0,4.0,1.0,0.1111,0.98,1.0,681.37,526.0,1207.37,0.0606
勤誠,電腦及週邊設備業,母公司+子公司工廠,營業額,N,,N,母公司+子公司工廠,子公司工廠通過查證,母公司+子公司工廠,子公司工廠通過查證,,N,營業額,子公司工廠,子公司工廠,子公司工廠,營業額,ISO 14001,8210.0,1922.0,1676.0,1299.0,900.0,0.174,0.0,0.0,153360.0,0.016,7.0,0.2257,396.44,11577.45,1779792.0,0.0017,5.0,4.0,3.0,0.3333,0.9876,1.0,11.75,2197.72,2209.47,0.0002
偉聯,電腦及週邊設備業,,,N,,N,,N,,N,,N,,,,,,N,9912.0,1439.0,1220.0,856.0,774.0,0.1,0.0,0.0,339833.0,13.2067,1.0,0.052199999999999996,2856.04,52307.545,7910.0641,2.4458499999999996,7.0,3.0,2.0,0.2857,1.0,1.0,346.56,1361.86,1708.4199999999998,0.0304
麗正,半導體業,母子公司,產品,N,母子公司,N,母子公司,N,母子公司,N,母子公司,N,產品,母子公司,母子公司,母子公司,產品,ISO 14001,2302.0,842.0,691.0,616.0,464.0,0.5,0.0,0.0,13792.0,63.32,1.0,0.0,947.141,0.018,0.0,4.35,5.0,2.0,3.0,0.6,0.8421,0.8125,40.71,1.903,42.613,42.613
聯電,半導體業,僅母公司(含新加坡分公司),wafer-m2,ISO 14001、ISO 14046,僅母公司(含新加坡分公司),ISO 14001,僅母公司(含新加坡分公司),ISO 14064,僅母公司(含新加坡分公司),ISO 14064,僅母公司(含新加坡分公司),ISO 14064,wafer-m2,僅母公司(含新加坡分公司),僅母公司(含新加坡分公司),僅母公司(含新加坡分公司),wafer-m2,ISO 14001,2303.0,2093.0,1915.0,1447.0,1150.0,0.122,9.0,0.0006,16213000.0,66.54,4.0,0.0008,498907.0,1298439.0,2717754.0,7.38,9.0,5.0,2.0,0.2222,0.9872,1.0,25091.0,18963.0,44054.0,0.181
華泰,半導體業,2021.01.01-2021.12.31,營業額,N,,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,營業額,2021.01.01-2021.12.31,2021.01.01-2021.12.31,2021.01.01-2021.12.31,營業額,ISO 14001,2329.0,743.0,613.0,666.0,573.0,0.45,13.0,0.0023,1478550.0,0.0001,1.0,0.0003,1364.58,82740.87,3806574.23,0.0002,7.0,3.0,0.0,0.0,0.8696,0.8571,145.0,2813.07,2958.07,0.0
台積電,半導體業,台灣廠區及子公司,單位產品用水量（公升／十二吋晶圓當量－光罩數）,International Water Stewardship Standard Version 2.0,台灣廠區及子公司,ISO 50001,台灣廠區及子公司,ISO14064,台灣廠區及子公司,ISO14064,台灣廠區,ISO14064,百萬 營業額,台灣廠區及子公司,台灣廠區及子公司,台灣廠區及子公司,單位晶圓委外廢棄物處理量（公斤／十二吋晶圓當量－光罩數）,UL 2799,2330.0,2706.0,2463.0,2425.0,1851.0,0.13,44.0,0.0007,82823740.0,119.9,4.0,0.092,2151937.0,8152497.0,6049256.0,6.491,10.0,6.0,1.0,0.1,1.0,0.4,339623.0,335080.0,674703.0,0.99
旺宏,半導體業,僅母公司,年度總營收(百萬元),N,僅母公司,N,僅母公司,ISO 14064,僅母公司,ISO 14064,僅母公司,ISO 14064,年度總營收(百萬元),僅母公司,僅母公司,僅母公司,年度總營收(百萬元),N,2337.0,2146.0,1934.0,1834.0,1388.0,0.28,1.0,0.0003,2886898.0,57.08,4.0,0.0,148853.62,256991.09,325464.56,8.0,14.0,4.0,2.0,0.1429,0.949,1.0,7169.0,4259.0,11428.0,0.2226
光罩,半導體業,僅母公司,產品,N,僅母公司,N,僅母公司,N,僅母公司,N,,N,產品,僅母公司,僅母公司,僅母公司,產品,N,2338.0,1879.0,1733.0,1282.0,1076.0,0.1961,2.0,0.0067,15349.0,2.39,1.0,0.0,65.907,15466.62,348.825,0.2418,6.0,2.0,1.0,0.1667,1.0,0.8571,3.8,68.4,72.2,0.0011
台亞,半導體業,創新廠及力行廠,佰萬元營業額,ISO 14001,,N,僅母公司,N,僅母公司,N,僅母公司,N,佰萬元營業額,創新廠及力行廠,創新廠及力行廠,創新廠及力行廠,佰萬元營業額,ISO 14001,2340.0,1377.0,1195.0,1014.0,839.0,0.36,2.0,0.0021,1392952.0,276.0,3.0,0.00015,3411.0,37091.0,8761.0,10.0,7.0,3.0,0.0,0.0,0.9214,1.0,182.49955,1098.21,974.82,0.193
茂矽,半導體業,僅母公司,產品,N,僅母公司,N,僅母公司,ISO 14064,僅母公司,ISO 14064,,N,產品,僅母公司,僅母公司,僅母公司,產品,N,2342.0,1010.0,851.0,823.0,707.0,0.48,8.0,0.0011,583235.0,52.56,1.0,0.0003,160285.06,49232.43,103.365,0.344,9.0,3.0,1.0,0.1111,0.9444,1.0,298.0,197.0,495.0,0.044
華邦電,半導體業,母公司,噸/layer(層-晶圓光罩),ISO 14001,母公司,ISO 50001,母公司,ISO 14064,母公司,ISO 14064,,N,layer(層-晶圓光罩),母公司,母公司,母公司,,ISO 14001,2344.0,2492.0,2321.0,2332.0,1858.0,0.1162,0.0,0.0,3292825.0,0.131,2.0,0.0,38760.0,277284.0,649218.78,0.0126,11.0,4.0,2.0,0.1818,1.0,1.0,3509.0,4218.0,7727.0,0.021949999999999997
順德,半導體業,母公司,產品,N,母公司,ISO 50001,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,千元營業額,母公司,母公司,母公司,,ISO 14001,2351.0,865.0,722.0,717.0,608.0,0.14,3.0,0.002,1382382.0,1232440.0,6.0,0.0005,2087.64,28407.38,16338.37,0.0057,9.0,4.0,0.0,0.0,0.9744,1.0,1065.01,562.319,1627.33,0.0965
矽統,半導體業,水費繳費單,,N,,N,,N,,N,,N,,廢棄物申報三聯單,廢棄物申報三聯單,廢棄物申報三聯單,,N,2363.0,1509.0,1346.0,1253.0,1097.0,0.06,2.0,0.01,23228.0,17.237849999999998,1.0,0.0,85.2235,3409.415,8.179,0.1418,8.0,3.0,2.0,0.25,0.9262,0.75,4.25,388.8,88.81,0.0346
菱生,半導體業,全公司工業用水量,產品,N,,N,僅母公司,ISO 14064,僅母公司,ISO 14064,僅母公司,ISO 14064,產品,110年1月~12月,110年1月~12月,110年1月~12月,產品,ISO 14001,2369.0,741.0,610.0,607.0,511.0,0.1667,0.0,0.0,960851.0,0.174,1.0,0.00015,1846.73,65725.44,20266.8,12.3626,9.0,3.0,0.0,0.0,1.0,1.0,76.28,994.22,1070.5,0.19
瑞昱,半導體業,僅包含瑞昱新竹營運總部,"瑞昱新竹營運總部員工人數(4,492人)",N,僅包含瑞昱新竹營運總部,N,僅包含瑞昱新竹營運總部,N,僅包含瑞昱新竹營運總部,N,,N,,僅包含瑞昱新竹營運總部,僅包含瑞昱新竹營運總部,僅包含瑞昱新竹營運總部,營業額,N,2379.0,5131.0,4866.0,4083.0,3270.0,0.092,0.0,0.0,50640.0,11.27,4.0,0.0,32.47,23925.52,8.179,25.017,10.0,3.0,1.0,0.1,0.98,0.3,8.8,29.1,37.9,27.58
威盛,半導體業,威盛電子台北總公司,,N,,N,,N,威盛電子台北總公司,N,,N,,威盛電子台北總公司,威盛電子台北總公司,威盛電子台北總公司,,N,2388.0,2376.0,2078.0,1556.0,1424.0,0.26,2.0,0.0054,17506.0,1.3385,1.0,0.0,68.03,1730.0,8.179,0.405,7.0,3.0,1.0,0.1429,0.9524,1.0,22.705000000000002,355.55150000000003,36.95,0.00105
凌陽,半導體業,母公司,員工人數 (30320度/345人),N,,N,僅母公司,N,母公司,N,,N,營業額,母公司及廠內承租戶,母公司及廠內承租戶,母公司及廠內承租戶,人-年 (91.07噸/345人-年),ISO 14001,2401.0,1643.0,1423.0,1442.0,1235.0,0.267,0.0,0.0,30320.0,87.88,2.0,0.0,3.857,3957.09,8.179,49.754,7.0,4.0,0.0,0.0,0.989,1.0,2.78535,362.7275,91.07,0.264
南亞科,半導體業,母公司,千顆晶粒,ISO 14001,母公司,ISO 50001,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,千顆晶粒,母公司,母公司,母公司,千顆晶粒,ISO 14001,2408.0,1959.0,1788.0,1735.0,1377.0,0.3361,0.0,0.0,3456524.0,3.08,32.0,0.003,56409.0,373639.0,972973.0,0.383,12.0,3.0,2.0,0.1667,0.9583,1.0,17473.0,7113.0,24586.0,0.0219
統懋,半導體業,母公司,百萬營業額,N,母公司,N,,N,,N,,N,,母公司,母公司,母公司,百萬營業額,N,2434.0,728.0,596.0,551.0,502.0,0.0416,0.0,0.0,162041.0,1643.42,1.0,0.6597,6908.384999999999,10337.79,6.509,0.20390000000000003,7.0,3.0,4.0,0.5714,0.8076,0.2857,0.55,13.33,13.88,0.1408
偉詮電,半導體業,新竹廠區,營業額單位為佰萬元,N,,N,,N,包含合併財務報表之母子公司,N,,N,營業額單位為佰萬元,新竹廠區,新竹廠區,新竹廠區,營業額單位為佰萬元,ISO 9001,2436.0,1725.0,1538.0,1443.0,1352.0,0.0455,0.0,0.0,0.825,0.0002,2.0,0.0,1.30425,1050.0,9183.285,0.29,7.0,2.0,1.0,0.14,1.0,1.0,0.312,14.55,2.899,0.0008
超豐,半導體業,超豐電子股份有限公司營運範圍,,N,超豐電子股份有限公司營運範圍,N,超豐電子股份有限公司營運範圍,N,超豐電子股份有限公司營運範圍,N,超豐電子股份有限公司營運範圍,N,,超豐電子股份有限公司營運範圍,超豐電子股份有限公司營運範圍,超豐電子股份有限公司營運範圍,,N,2441.0,1105.0,961.0,935.0,756.0,0.0823,7.0,0.0016,1201102.0,616358.0,2.0,0.0,715.4958,107870.13,23882.24,5.00285,9.0,3.0,0.0,0.0,0.9365,0.444,360.2991,1487.22,1847.52,0.1915
京元電子,半導體業,母子公司,營業額,N,,N,含母子公司,ISO 14064,含母子公司,ISO 14064,母公司,ISO 14064,營業額,母子公司,母子公司,母子公司,營業額,ISO 14001,2449.0,894.0,764.0,803.0,662.0,0.3282,25.0,0.0026,3753632.0,5392.0,9.0,0.0,7111.0,407079.0,70678.0,1436.26,9.0,3.0,0.0,0.0,1.0,0.4444,364.17,2604.92,2969.09,8652.0
創見,半導體業,僅母公司,百萬營業額,N,僅母公司,N,僅母公司,N,僅母公司,N,,N,百萬營業額,僅母公司,僅母公司,僅母公司,百萬營業額,N,2451.0,914.0,772.0,790.0,631.0,0.1505,13.0,0.0127,27710.0,1.9357,1.0,0.0,37.721,3953.75,8.179,0.28,9.0,3.0,2.0,0.2222,0.9111,1.0,2.78535,362.7275,232.102,0.0162
聯發科,半導體業,僅母公司,母公司員工人數,N,僅母公司,ISO 50001,僅母公司,N,僅母公司,N,,N,母公司員工人數,僅母公司,僅母公司,僅母公司,母公司員工人數,N,2454.0,5460.0,5138.0,5150.0,3992.0,0.045,0.0,0.0,381812.0,34.76,4.0,0.0,5326.0,61992.0,300.81,6.13,8.0,3.0,0.0,0.0,0.9868,1.0,284.85,507.1,184.23,0.0168
義隆,半導體業,義隆電子、義隆香港、義晶、義碩、義傳,年-人,AA1000,義隆電子、義隆香港、義晶、義碩、義傳,N,義隆電子、義隆香港、義晶、義碩、義傳,AA1000,義隆電子、義隆香港、義晶、義碩、義傳,AA1000,義隆電子、義隆香港、義晶、義碩、義傳,AA1000,產品,義隆電子、義隆香港、義晶、義碩、義傳,義隆電子、義隆香港、義晶、義碩、義傳,義隆電子、義隆香港、義晶、義碩、義傳,年-人,AA1000,2458.0,2349.0,2109.0,1970.0,1798.0,0.19,0.0,0.0,22005.0,32.54,4.0,0.0,132.726,2865.08,13.018,0.0036,9.0,4.0,0.0,0.0,1.0,1.0,2.78535,362.7275,58.3116,0.053
強茂,半導體業,岡山廠,營業額,N,岡山廠,N,岡山廠,N,岡山廠,N,岡山廠,N,營業額,岡山廠,岡山廠,岡山廠,營業額,ISO 14001,2481.0,1014.0,866.0,770.0,619.0,0.4234,23.0,0.0155,350833.0,40.3,7.0,0.0034,1479.68,25063.26,394.89,3.0942,7.0,3.0,0.0,0.0,0.898,0.8571,68.42,326.68,395.1,0.0454
晶豪科,半導體業,母公司,用水量/百萬營業額(個體),N,,N,母公司,N,母公司,N,,N,營業額,母公司,母公司,母公司,廢棄物量/百萬營業額(個體),N,3006.0,4825.0,4605.0,4509.0,4333.0,0.0442,0.0,0.0,17820.0,0.7474,2.0,0.0,124.0,3246.0,1.67,0.1413,8.0,3.0,0.0,0.0,0.9821,1.0,0.8707,16.255,17.1257,0.0007
