公司名稱,產業類別,資料範圍,用水密集度-單位,取得驗證,資料範圍.1,取得驗證.1,範疇一-資料邊界,範疇一-取得驗證,範疇二-資料邊界,範疇二-取得驗證,範疇三-資料邊界,範疇三-取得驗證,溫室氣體排放密集度-單位,有害廢棄物量-資料範圍,非有害廢棄物量-資料範圍,總重量(有害+非有害)-資料範圍,廢棄物密集度-單位,取得驗證.2,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位)
星通,通信網路業,,,N,,N,,N,,N,,N,,,,,,N,3025.0,1169.0,1002.0,1007.0,844.0,0.4545,0.0,0.0,143932.0,1.2432,1.0,0.007,3437.993,134978.724,491868.645,0.1146,5.0,2.0,1.0,0.2,1.0,0.0,0.0,842.535,819.115,5e-05
盛達,通信網路業,,,N,,N,,N,,N,,N,,,,,,N,3027.0,991.0,793.0,788.0,716.0,0.3043,0.0,0.0,23030.0,1.2559500000000001,1.0,0.007,3137.22075,2607.71,491868.645,0.11589999999999999,9.0,4.0,0.0,0.0,0.8085,1.0,0.0,842.535,64.02199999999999,5e-05
台灣大,通信網路業,2021,營業額,依中華民國會計研究發展基金會確信準則公報第1號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信,2021,ISO 50001,含合併財務報表之母子公司共13家,ISO 14064,含合併財務報表之母子公司共13家,ISO 14064,含合併財務報表之母子公司共13家,ISO 14064,營業額,2021,2021,2021,營業額,依中華民國會計研究發展基金會確信準則公報第1號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信,3045.0,1274.0,1094.0,1072.0,923.0,0.48,5.0,0.0013,278827.0,0.0,11.0,0.014,6177.8,269124.54,350484.78,0.0,9.0,5.0,1.0,0.1111,0.9683,1.0,0.0,1625.07,1625.07,0.0
訊舟,通信網路業,僅母公司,百萬營業額,N,,N,,N,僅母公司,N,,N,百萬營業額,,,,,N,3047.0,1280.0,1091.0,999.0,888.0,0.2,0.0,0.0,9037.0,2.4864,1.0,0.0,138.74715,832.908,117.59895,0.2292,13.0,4.0,1.0,0.0769,1.0,1.0,0.0,37.5,12.6745,0.09989999999999999
建漢,通信網路業,110/1~110/12,營業額,N,110/1~110/12,N,僅母公司,N,僅母公司,N,,N,營業額,僅母公司,僅母公司,僅母公司,,N,3062.0,1303.0,1124.0,1047.0,952.0,0.0395,0.0,0.0,5069.0,0.0,1.0,0.0,698.186,677.1751,117.59895,0.0,7.0,4.0,2.0,0.2857,0.9524,0.8571,0.0,37.5,13.16,0.0899
耀登,通信網路業,僅母公司,營業額,N,,N,僅母公司,N,僅母公司,N,僅母公司,N,營業額,僅母公司,僅母公司,僅母公司,營業額,N,3138.0,1656.0,1473.0,1228.0,946.0,0.36,0.0,0.0,2337.0,0.0,1.0,0.0,16.0987,124.3353,76.4055,0.0,7.0,3.0,1.0,0.1429,0.9821,1.0,0.0,37.5,5.5,0.0
閎暉,通信網路業,,,N,,N,,N,,N,,N,,,,,,N,3311.0,724.0,585.0,613.0,436.0,0.3333,2.0,0.0013,23030.0,0.01275,1.0,0.007,2369.03075,2607.71,316705.6512,0.0013,7.0,3.0,1.0,0.1428,0.9,1.0,18671.0,37589.85,64.02199999999999,5e-05
明泰,通信網路業,2021/1/1~2021/12/31,營業額,N,,N,明泰科技新竹廠,ISO 14064,明泰科技新竹廠,ISO 14064,明泰科技新竹廠,ISO 14064,營業額,2021/1/1~2021/12/31,2021/1/1~2021/12/31,2021/1/1~2021/12/31,營業額,N,3380.0,1052.0,893.0,902.0,825.0,0.24,0.0,0.0,43780.0,0.0255,2.0,0.0,96.6415,4327.42,633252.51,0.0026,7.0,3.0,2.0,0.2857,1.0,1.0,15.085,295.955,68.044,0.0001
譁裕,通信網路業,僅母公司,,N,,N,,N,僅母公司,N,,N,,僅母公司,僅母公司,僅母公司,,N,3419.0,1102.0,946.0,826.0,722.0,0.2075,0.0,0.0,2280.0,0.01,1.0,0.0,43.40935,888.0,117.59895,0.82,11.0,3.0,1.0,0.09,1.0,1.0,0.0,60.0,60.0,0.03
智易,通信網路業,台灣總部及中國與越南生產中心,產品,N,,N,台灣總部及中國與越南生產中心,ISO 14064,台灣總部及中國與越南生產中心,ISO 14064,,N,產品,台灣總部及中國與越南生產中心,台灣總部及中國與越南生產中心,台灣總部及中國與越南生產中心,產品,N,3596.0,2212.0,1975.0,1805.0,1598.0,0.19,0.0,0.0,177567.7,0.0046,2.0,0.00075,871.37,30596.91,1937.19,0.0008,9.0,3.0,0.0,0.0,0.9167,0.8889,160.0,1051.0,1211.0,0.0
圓展,通信網路業,母公司,,N,,N,母公司,N,母公司,N,,N,仟元營業額,母公司,母公司,母公司,產品,ISO 14001,3669.0,1157.0,1006.0,953.0,773.0,0.1525,0.0,0.0,16444.0,74.19655,2.0,0.0,98.39,2303.78,43.76775,0.0007,7.0,3.0,0.0,0.0,0.9524,1.0,0.75,27.3305,88.197,121.68
海華,通信網路業,上海子公司廠區,員工人數,N,,N,上海子公司廠區,N,上海子公司廠區,N,,N,產品,上海子公司廠區,上海子公司廠區,上海子公司廠區,,N,3694.0,1282.0,1144.0,1003.0,912.0,0.0215,0.0,0.0,181060.0,113.16,1.0,0.00075,41.2,13056.22,1937.19,0.0551,7.0,3.0,1.0,0.14,0.9184,1.0,84.093,775.6034999999999,16.279,43.45
合勤控,通信網路業,母公司,百萬營業額,N,母公司,N,母公司,N,母公司,N,,N,百萬營業額,母公司,母公司,母公司,百萬營業額,N,3704.0,1648.0,1446.0,1078.0,895.0,0.29,0.0,0.0,4596.0,3.56,2.0,0.0,8.44,42.53,117.59895,0.04,9.0,3.0,1.0,0.1111,0.9333,0.6667,0.0,37.5,232.0,0.1798
遠傳,通信網路業,遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),營業額,N,遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),ISO 50001,遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),ISO 14064,遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),ISO 14064,遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),ISO 14064,營業額,遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),營業額,N,4904.0,1146.0,965.0,962.0,837.0,0.32,27.0,0.005,249198.0,0.0,9.0,0.0018,10577.14,272411.39,108864.05,3.32,11.0,3.0,1.0,0.0909,0.9589,1.0,18671.0,38372.385,437.046,0.0
正文,通信網路業,正文科技股份有限公司,營業額,N,,N,正文集團-正文科技.安博(常熟).正鵬(昆山).Gemtek Vietnam,ISO 14064-1,正文集團-正文科技.安博(常熟).正鵬(昆山).Gemtek Vietnam,ISO 14064-1,正文集團-正文科技.安博(常熟).正鵬(昆山).Gemtek Vietnam,ISO 14064-1,營業額,正文科技股份有限公司,正文科技股份有限公司,正文科技股份有限公司,營業額,ISO 14001,4906.0,1138.0,963.0,952.0,812.0,0.0295,5.0,0.0237,46900.0,0.0023,1.0,0.00075,2080.34,32583.76,6660.5,0.0015,9.0,3.0,1.0,0.1111,0.9722,1.0,4.75,127.37,132.12,0.0
眾達-KY,通信網路業,2021年合計,,N,,N,,N,,N,,N,,,,,,N,4977.0,857.5,689.0,700.5,576.0,0.25,0.0,0.0,13864.0,10.74975,1.0,0.0,84.555,1828.585,43.76775,1.2834,7.0,3.0,0.0,0.0,0.9714,1.0,0.0,29.8305,50.193,60.85
中磊,通信網路業,本公司(台北辦公室+竹南廠),員工人數(台北+竹南),N,,N,本公司(竹南廠),N,本公司(台北辦公室+竹南廠),N,,N,營業額,本公司(竹南廠),本公司(竹南廠),本公司(竹南廠),員工人數(竹南廠),N,5388.0,1066.0,915.0,912.0,591.0,0.1786,3.0,0.0017,48316.67,32.31,2.0,0.00075,77.7,4216.81,316694.0535,0.63,7.0,3.0,1.0,0.1429,1.0,1.0,28.67,581.91,610.58,0.63
富爾特,通信網路業,母公司,,N,,N,,N,母公司,N,,N,,,,,,N,6136.0,1152.0,1019.0,840.0,739.0,0.38,0.0,0.0,0.0888,1.80295,1.0,0.0,118.56580000000001,126.058,117.59895,101.32,7.0,3.0,1.0,0.14,0.92,1.0,0.19,30.5,1.302,0.030199999999999998
友勁,通信網路業,母公司,單位:公噸/百萬營業額,N,,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,單位: (範疇一+二)/百萬營業額,母公司,母公司,母公司,單位:公噸/百萬營業額,ISO 14001,6142.0,737.0,611.0,566.0,408.0,0.2623,1.0,0.0017,30578.0,12.3336,1.0,0.0,58.1998,4331.56,796.42,1.7706,7.0,3.0,0.0,0.0,1.0,0.85,1.954,103.225,105.179,0.0424
百一,通信網路業,1100101~1101231,,N,,N,,N,母公司,N,,N,,1100101~1101231,1100101~1101231,1100101~1101231,,N,6152.0,1185.0,1027.0,1017.0,882.0,0.0002,0.0,0.0,2705.0,1.79295,1.0,0.0,12.26935,344.86,117.59895,335.90049999999997,7.0,7.0,0.0,0.0,1.0,1.0,0.19,8.0,1.224,0.0002
居易,通信網路業,生活污水,,N,,N,,N,僅母公司,N,,N,輸入電力而造成間接之溫室氣體排放,一般事業廢棄物,一般事業廢棄物,一般事業廢棄物,,N,6216.0,1306.0,1133.0,990.0,865.0,0.1628,0.0,0.0,4466.0,1.78,1.0,0.0,353.31300000000005,470.801,117.59895,470.801,9.0,3.0,1.0,0.1111,0.8594,1.0,0.0,15.0,15.0,0.0899
啟碁,通信網路業,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、啟基永昌（南京）、越南廠,新臺幣百萬元營收,AA1000 保證標準v3,WNC全據點,ISO 50001,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,ISO 14064,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,ISO 14064,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,N,新臺幣百萬元營收,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,新臺幣百萬元營收,AA1000 保證標準v3,6285.0,1075.0,915.0,984.0,736.0,0.21,18.0,0.0034,453915.0,6.75,13.0,0.0,2668.0,55704.0,2679.0,0.87,9.0,4.0,1.0,0.1111,0.963,1.0,350.0,4233.0,4583.0,0.07
瑞祺電通,通信網路業,母公司,營業額,N,,N,,N,母公司,N,,N,營業額,母公司,母公司,母公司,營業額,N,6416.0,863.0,716.0,678.0,589.0,0.2857,1.0,0.0003,5.8,3.5859,1.0,0.0,118.56580000000001,656.0,117.59895,201.0,7.0,3.0,1.0,0.14,1.0,1.0,0.38,1.0,1.38,0.0004
統新,通信網路業,母公司,,N,,N,,N,,N,,N,,母公司,母公司,母公司,,N,6426.0,775.0,648.0,609.0,541.0,0.0,0.0,0.0,29483.0,6.17415,1.0,0.0,64.4599,2580.98,403.775,3.1353,7.0,3.0,1.0,0.1429,0.9524,1.0,1.7269999999999999,56.6125,23.0755,0.02445
光聖,通信網路業,僅母公司,,N,,N,,N,僅母公司,N,,N,工時,僅母公司,僅母公司,僅母公司,工時,N,6442.0,853.0,725.0,651.0,564.0,0.3226,0.0,0.0,18942.0,64.69735,2.0,0.0,84.555,2108.6,403.775,4.5,7.0,3.0,2.0,0.2857,1.0,1.0,0.0,44.661,44.661,0.08
鋐寶科技,通信網路業,母公司,,N,,N,母公司,N,母公司,N,,N,營業額,,,,,N,6674.0,1206.0,1044.0,919.0,770.0,0.2048,0.0,0.0,49850.9,84.715,1.0,0.00075,17.39,652.53,316694.0535,0.23,7.0,3.0,1.0,0.1429,0.8857,0.4286,95.98400000000001,512.156,608.1400000000001,1.19
詠業,通信網路業,母公司,,N,,N,母公司,N,母公司,N,母公司,N,,母公司,母公司,母公司,,N,6792.0,1089.0,961.0,836.0,666.0,0.1111,11.0,0.0192,24221.0,64.69735,2.0,0.0,5276.18,46.63,11.13,3.1353,7.0,3.0,0.0,0.0,1.0,1.0,116.12,91.63,207.75,0.043250000000000004
台通,通信網路業,,,N,,N,,N,,N,,N,,,,,,N,8011.0,646.0,529.0,593.0,553.0,0.2941,7.0,0.0273,37035.95,5.16795,1.0,0.0009,2646.7850000000003,349.58,1345.065,2.365,7.0,3.0,3.0,0.4286,0.9365,0.7,58.06,68.1455,115.41275,0.0402
華冠,通信網路業,,,N,,N,,N,,N,,N,,,,,,N,8101.0,1100.0,938.0,818.0,647.0,0.14,1.0,0.0045,37035.95,5.16795,1.0,0.0009,2646.7850000000003,349.58,1345.065,2.365,9.0,3.0,0.0,0.0,0.8333,1.0,58.06,68.1455,126.2055,0.0402
中環,光電業,僅母公司生產廠區,員工人數,N,,N,,N,"僅母公司,外購電力",N,,N,千元營業額,110/01/01~110/12/31,110/01/01~110/12/31,110/01/01~110/12/31,百萬元營業額,N,2323.0,721.0,618.0,600.0,562.0,0.26,8.0,0.0112,578000.0,0.81,1.0,0.01555,8318.644999999999,72808.0,13108.27,0.0191,9.0,3.0,3.0,0.33,0.91,0.5556,39.08,177.56,216.64,0.0567
錸德,光電業,僅母公司,營業額,N,僅母公司,N,僅母公司,N,僅母公司,N,,N,營業額,僅母公司,僅母公司,僅母公司,,N,2349.0,781.0,677.0,651.0,566.0,0.0357,5.0,0.0086,91541.0,0.033,1.0,0.0063,113.1,22183.7,5000.125,0.0081,7.0,3.0,2.0,0.2857,1.0,1.0,310.705,119.285,143.13,0.08570000000000001
佳能,光電業,110年度,營業額,N,,N,母公司,N,母公司,N,,N,營業額,110年度,110年度,110年度,營業額,ISO 14001,2374.0,1315.0,1135.0,1110.0,995.0,0.2258,0.0,0.0,5763.0,1.6119,1.0,0.0,111.089,944.819,807.6236,0.2953,9.0,3.0,0.0,0.0,1.0,1.0,0.06,48.0,48.06,0.0134
億光,光電業,億光電子台灣地區,,N,台灣,N,總公司，苗栗苑裡廠、苗栗銅鑼廠,N,億光電子台灣地區,N,,N,產品,億光電子台灣地區,億光電子台灣地區,億光電子台灣地區,,N,2393.0,995.0,862.0,814.0,598.0,0.332,7.0,0.0104,341.0,1.8744999999999998,2.0,0.0,438.6,35916.1,807.6236,6.4,9.0,4.0,0.0,0.0,0.97,1.0,177.52,330.34,507.86,0.144
國碩,光電業,國碩二廠和國碩新豐廠,"835,000萬元",N,,N,國碩二廠和國碩新豐廠,N,國碩二廠和國碩新豐廠,N,,N,"835,000萬元",國碩二廠和國碩新豐廠,國碩二廠和國碩新豐廠,國碩二廠和國碩新豐廠,"835,000萬元",N,2406.0,787.0,662.0,655.0,601.0,0.28,0.0,0.0,51472.0,0.0616,1.0,0.00315,39.35,3673.43,3332.3986,0.0045,7.0,3.0,1.0,0.1428,0.96,1.0,1.14,285.64,286.78,0.0003
友達,光電業,全球營運據點,產品(米平方),ISO46001,全球營運據點,ISO 50001,全球營運據點,ISO 14064,全球營運據點,ISO 14064,全球營運據點及友達晶材,ISO 14064,產品(米平方),友達全球營運據點,友達全球營運據點,友達全球營運據點,產品(米平方),ISO9001及 ISO14001,2409.0,1681.0,1441.0,1475.0,972.0,0.274,3.0,0.0001,24991780.0,0.29,4.0,0.001,79186.29,2841287.55,1286084.64,0.042,8.0,5.0,2.0,0.25,0.9804,1.0,18099.85,64554.67,82654.52,0.0012
鼎元,光電業,母公司,百萬營業額,N,,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,百萬營業額,母公司,母公司,母公司,百萬營業額,N,2426.0,845.0,707.0,708.0,619.0,0.314,7.0,0.0096,816450.0,276.467,1.0,0.01555,11145.25,18404.07,4080.08,10.006,7.0,3.0,1.0,0.14,0.939,1.0,364.02,174.57,538.59,0.182
銘旺科,光電業,母公司+子公司(嵩達),百萬營收,N,,N,,N,,N,,N,,母公司+子公司(嵩達),母公司+子公司(嵩達),母公司+子公司(嵩達),百萬營收,N,2429.0,723.0,585.0,466.0,359.0,0.0139,1.0,0.0139,82.882,0.086,1.0,0.0,263.3605,18530.55,76956.08,3.5677000000000003,7.0,2.0,0.0,0.0,0.98,0.42,0.0,98.465,98.465,0.102
翔耀,光電業,,,N,,N,,N,,N,,N,,,,,,N,2438.0,632.0,516.0,508.0,463.0,0.6,0.0,0.0,5258.941,0.05184999999999999,1.0,0.00315,76.225,37862.25,2996.215,0.012,7.0,3.0,1.0,0.14,1.0,0.4228,19.54,138.0125,72.8475,0.05105
冠西電,光電業,母公司宜蘭廠,營業額,N,,N,,N,母公司宜蘭廠,N,,N,營業額,母公司宜蘭廠,母公司宜蘭廠,母公司宜蘭廠,營業額,N,2466.0,736.0,571.0,539.0,404.0,0.3043,2.0,0.0135,10435.0,0.0177,1.0,0.0,697.0649999999999,2916.5,807.6236,0.0049,9.0,3.0,2.0,0.2222,0.9688,0.4444,0.154,15.394,47.23,0.0001
一詮,光電業,110年度自來水水費通知單,千元營業額,N,,N,,N,,N,,N,,母公司,母公司,母公司,千元營業額,ISO 14001,2486.0,909.0,787.0,739.0,629.0,0.135,14.0,0.0165,194314.0,0.0646,1.0,0.034,309.135,20303.88,5000.125,9.785,7.0,3.0,0.0,0.0,0.898,0.5714,320.8254,184.1819,505.0073,0.0002
瑞軒,光電業,"1.範疇涵蓋母公司(含總公司/越南廠)及子公司(蘇州樂軒科技有限公司)_x000D_
2.所有範疇區域用水皆來自第三方供應自來水",營業額,N,"1.分母範疇:母公司(含總公司/越南廠)及子公司(蘇州樂軒科技有限公司)能源耗用量共128,030GJ_x000D_
2.分子範疇:蘇州樂軒科技有限公司太陽能發電度數2,362,941度，轉換熱值相當於8,503GJ_x000D_
3.能源熱值轉換係參考能源局「 2018 年能源統計手冊 能源產品單位熱值表」公告之數值計算。",ISO 50001,"1.範疇涵蓋母公司(含總公司/越南廠)及子公司(蘇州樂軒科技有限公司)_x000D_
2.數據涵蓋直接擁有或控制的排放源所直接排放的溫室氣體",N,"1.範疇涵蓋母公司(含總公司/越南廠)及子公司(蘇州樂軒科技有限公司)_x000D_
2.外購電力產生溫室氣體排放",N,,N,營業額,"1.範疇涵蓋母公司(含總公司/越南廠)及子公司(蘇州樂軒科技有限公司)_x000D_
2.110年瑞軒廢棄物總重量為4181.32公噸,包含非有害廢棄物4137.60公噸及有害廢棄物43.73公噸.廢棄物處理方式,有害廢棄物採焚化及物理處理,非有害廢棄物則以委託合格廠廠處理為主,焚化及回收處理次之.","1.範疇涵蓋母公司(含總公司/越南廠)及子公司(蘇州樂軒科技有限公司)_x000D_
2.110年瑞軒廢棄物總重量為4181.32公噸,包含非有害廢棄物4137.60公噸及有害廢棄物43.73公噸.廢棄物處理方式,有害廢棄物採焚化及物理處理,非有害廢棄物則以委託合格廠廠處理為主,焚化及回收處理次之.","1.範疇涵蓋母公司(含總公司/越南廠)及子公司(蘇州樂軒科技有限公司)_x000D_
2.110年瑞軒廢棄物總重量為4181.32公噸,包含非有害廢棄物4137.60公噸及有害廢棄物43.73公噸.廢棄物處理方式,有害廢棄物採焚化及物理處理,非有害廢棄物則以委託合格廠廠處理為主,焚化及回收處理次之.",營業額,ISO 14001,2489.0,1942.0,1756.0,1683.0,1378.0,0.3871,0.0,0.0,118547.0,5.332,1.0,0.066,568.75,2023.0,5000.125,0.9356,11.0,4.0,2.0,0.18,0.97,1.0,43.73,4137.6,4181.33,0.188
吉祥全,光電業,母子公司,,N,,N,母子公司,N,,N,,N,,母子公司,母子公司,母子公司,,N,2491.0,961.0,844.0,544.0,522.0,0.06,0.0,0.0,799.0,3.563,1.0,0.0,88.121,18530.55,807.6236,3.5677000000000003,7.0,3.0,2.0,0.2857,1.0,1.0,0.0,23.0,23.0,0.05105
大立光,光電業,母公司,,N,,N,,N,,N,,N,,母公司,母公司,母公司,,N,3008.0,1228.0,1094.0,1146.0,842.0,0.1,32.0,0.0045,904925.0,138.3448,4.0,0.01555,25495.92,31352.405,10447.73,5.088,7.0,2.0,0.0,0.0,0.94,0.29,25.0,2472.0,2497.0,0.09245
亞光,光電業,僅母公司潭子廠區,,N,,N,僅母公司潭子廠區,ISO 14064,僅母公司潭子廠區,ISO 14064,僅母公司潭子廠區,ISO 14064,營業額,,,,,N,3019.0,1254.0,1105.0,954.0,783.0,0.1275,0.0,0.0,90054.0,11.371500000000001,1.0,0.03615,172.0253,11036.15,1912.35,0.53,7.0,3.0,1.0,0.1428,1.0,0.8571,310.705,119.285,100.065,0.08570000000000001
憶聲,光電業,總公司辦公室,,N,,ISO 50001,,N,,N,,N,,總公司辦公室,總公司辦公室,總公司辦公室,,N,3024.0,1242.0,1056.0,867.0,822.0,0.4142,0.0,0.0,4797.0,3.4115,1.0,0.0,392.85,963.3344999999999,76956.08,0.27255,11.0,3.0,4.0,0.3636,0.97,0.7,0.0,12.0,12.0,0.1016
佰鴻,光電業,含合併報表母子公司,佰萬營收,N,,N,,N,,N,,N,,含合併報表母子公司,含合併報表母子公司,含合併報表母子公司,佰萬營收,N,3031.0,1374.0,1227.0,849.0,761.0,0.34,1.0,0.0128,190955.0,124.64,1.0,0.034,309.135,20303.88,5000.125,9.785,7.0,2.0,3.0,0.4286,1.0,1.0,0.0,309.7,309.7,0.202
全台,光電業,母公司及東莞廠,KPCS,N,,N,母公司及東莞廠,N,母公司及東莞廠,N,,N,PCS,母公司及東莞廠,母公司及東莞廠,母公司及東莞廠,每一標準工時產出量,N,3038.0,730.0,630.0,621.0,535.0,0.1579,3.0,0.0035,301220.0,25.37,1.0,0.001,86.0,13819.0,8744.529999999999,0.0012,9.0,3.0,3.0,0.33,0.92,0.33,32.0,192.0,224.0,0.23
精金,光電業,110年度自來水費水費單,營業額,N,,N,母公司,ISO 14064,母公司,ISO 14064,,N,產品,和鑫光電股份有限公司,和鑫光電股份有限公司,和鑫光電股份有限公司,產品,N,3049.0,1277.0,1053.0,942.0,824.0,0.2222,0.0,0.0,1010090.0,0.2226,1.0,0.01555,39846.59,44300.74,10447.73,0.17,7.0,3.0,1.0,0.1429,0.95,1.0,356.15,1088.63,1444.78,0.0029
鈺德,光電業,僅母公司,,N,僅母公司,N,僅母公司,N,僅母公司,N,,N,產品,僅母公司,僅母公司,僅母公司,,ISO 14001,3050.0,790.0,658.0,629.0,579.0,0.38,0.0,0.0,37887.0,14.89225,1.0,0.0,95.329,7072.01,807.6236,7167.34,7.0,3.0,2.0,0.2857,1.0,1.0,195.0,52.0,247.0,0.4256
力特,光電業,母公司,營業額,ISO14001,,ISO14001,母公司,N,母公司,N,,N,營業額,母公司,母公司,母公司,營業額,ISO 14001,3051.0,750.0,620.0,576.0,526.0,0.03,10.0,0.0165,502567.41,157.44,1.0,0.01555,0.35,18960.06,13108.27,5.1,11.0,3.0,3.0,0.27,0.91,0.0,0.0,542.54,542.54,0.17
華晶科,光電業,母公司,,N,,N,,N,母公司,N,,N,,母公司,母公司,母公司,,N,3059.0,2063.0,1861.0,1261.0,1198.0,0.1852,1.0,0.0041,20.0,3.563,1.0,0.0,54.4805,1145.0,807.6236,0.36825,7.0,3.0,3.0,0.4286,1.0,0.4286,0.0,60.7325,24.0,0.05105
正達,光電業,母公司,"167,852.8公噸/個體營收淨額2,431百萬元",N,,N,母公司,N,母公司,N,,N,"(間接+直接)26,838.72噸CO2e/個體營收淨額2,431百萬元",母公司,母公司,母公司,"751.51公噸/個體營收淨額2,431百萬元",ISO 14001,3149.0,829.0,710.0,663.0,583.0,0.0,0.0,0.0,167852.8,69.0468,1.0,0.034,49.52,26789.2,5000.125,11.04,7.0,3.0,0.0,0.0,0.9388,0.2857,0.0,751.51,751.51,0.31
奇偶,光電業,,,N,,N,,N,,N,,N,,,,,,N,3356.0,1192.0,1032.0,947.0,848.0,0.264,0.0,0.0,27418.0,30.5463,1.0,0.2349,67.0825,6585.52,305463.12,41.626,7.0,3.0,2.0,0.2857,1.0,0.7142,0.0,29.4635,29.4635,0.12014999999999999
玉晶光,光電業,台中市大雅區科雅東路1號,,N,,N,台中市大雅區科雅東路一號，包括辦公室、作業廠區及依據環保署管制編號要求設定。,N,台中市大雅區科雅東路一號，包括辦公室、作業廠區及依據環保署管制編號要求設定。,N,,N,產品,台中市大雅區科雅東路一號，包括辦公室、作業廠區及依據環保署管制編號要求設定。,台中市大雅區科雅東路一號，包括辦公室、作業廠區及依據環保署管制編號要求設定。,台中市大雅區科雅東路一號，包括辦公室、作業廠區及依據環保署管制編號要求設定。,產品,ISO 14001,3406.0,1194.0,1032.0,879.0,717.0,0.0938,43.0,0.0,43681.0,2.9685,1.0,0.0,49.805,12160.25,4079.565,83.252,5.0,2.0,0.0,0.0,1.0,1.0,0.0,35.131,35.131,0.24
榮創,光電業,榮創能源科技股份有限公司,,N,,N,榮創能源科技股份有限公司,ISO 14064,榮創能源科技股份有限公司,ISO 14064,,N,,榮創能源科技股份有限公司,榮創能源科技股份有限公司,榮創能源科技股份有限公司,,ISO 14001,3437.0,809.0,656.0,662.0,569.0,0.2868,6.0,0.0068,63117.0,0.5035,1.0,0.00315,411.8022,9253.77,3332.3986,0.004,7.0,3.0,0.0,0.0,0.875,1.0,26.386,68.3135,98.51,0.0007
晶睿,光電業,中和192+168,,N,,N,中和192+168,N,中和192+168,N,,N,,中和192+168,中和192+168,中和192+168,,N,3454.0,1114.0,960.0,909.0,721.0,0.2857,2.0,0.002,11155.0,6.88875,2.0,0.0,84.36,1010.79,807.6236,0.6850999999999999,9.0,3.0,1.0,0.11,1.0,1.0,0.0,23.796,23.796,0.00385
